Truth,Decoded
Salve quanto costa quell articolo,certo e costa un tutto
E in offerta costa dieci euro,e e a lo certo
Tutto bene grazie,bene a lo euro
Prendiamo un caffe al bar,un lo bene
"Certo volentieri, io lo prendero macchiato",certo lo un pero lo bene lo atato
A che ora arriva il pullman,a a lo lo
Dovrebbe arrivare tra qualche minuto,e e mario lo lo
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo costa rederl atato
Va bene grazie lo stesso,bene si lo lo
Prego,un bene
Perfetto vorrei comprarne due.,a a lo lo
Certo ecco a lei vuole un sacchetto,bene e costa certo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,pero lo a e io lo
Buongiorno io sono Mario,certo ora so e lo
Buonasera io sono Mario,bene a certo
Piacere Luigi come stai,tu a lo lo
Tutto bene tu,tutto lo
Salve quanto costa quell articolo,certo lo ora e lo
E in offerta costa dieci euro,bene io euro
Tutto bene grazie,a a lo
Prendiamo un caffe al bar,e e si lo
"Certo volentieri, io lo prendero macchiato",certo si costa tutto
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,tutto bene
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo e lo
Va bene grazie lo stesso,lo e a lo so
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo una
Certo ecco a lei vuole un sacchetto,pero ora lo un lo
