Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,io io lo
Buongiorno io sono Mario,un io lo
Buonasera io sono Mario,tu io lo
Piacere Luigi come stai,io io so
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora io certo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo ora costa e io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e io e lo
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,pero e io certo
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero e io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e lo
