Truth,Decoded
Quanto costa il biglietto,pero a lo bneao
Purtroppo non lo so pero potresti chiedere all autista,certo ora so in io
Va bene grazie lo stesso,tu e a io bene
Prego,io io
Perfetto vorrei comprarne due.,e e e io io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,tu e io io
Buongiorno io sono Mario,tu e io bene
Buonasera io sono Mario,tu a io sono
Piacere Luigi come stai,tu e io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io io costa un io
E in offerta costa dieci euro,a e a io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,a io io
Dovrebbe arrivare tra qualche minuto,a e a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io io io
Va bene grazie lo stesso,a a io io
Prego,un io
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,a e io
Si grazie e arrivederci,bene e costa un io
Le auguro una buona giornata,e io so e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e io e io
Piacere Luigi come stai,e e e costa e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo e costa euro
