Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero e lo pero
Va bene grazie lo stesso,lo bene
Prego,tu lo
Perfetto vorrei comprarne due.,un lo sono
Certo ecco a lei vuole un sacchetto,una sono
Si grazie e arrivederci,tu un a lo
Le auguro una buona giornata,tu lo sono
Buongiorno io sono Mario,lo bene
Buonasera io sono Mario,tutto lo
Piacere Luigi come stai,un lo sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo lo costa un io
E in offerta costa dieci euro,a un a lo certo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo costa un io
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,un lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,tutto ora lo e lo
Va bene grazie lo stesso,tu un lo sono
Prego,tutto
Perfetto vorrei comprarne due.,certo lo lo io lo
Certo ecco a lei vuole un sacchetto,tu lo lo
Si grazie e arrivederci,e e e lo un lo
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e e a lo
Piacere Luigi come stai,e e lo lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa certo
