Truth,Decoded
Quanto costa il biglietto,tu e lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Va bene grazie lo stesso,pero lo
Prego,pero lo
Perfetto vorrei comprarne due.,tu e lo
Certo ecco a lei vuole un sacchetto,tu e lo
Si grazie e arrivederci,tu e lo
Le auguro una buona giornata,pero lo
Buongiorno io sono Mario,pero lo
Buonasera io sono Mario,tu e lo
Piacere Luigi come stai,tu e lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,tu e lo
E in offerta costa dieci euro,pero lo
Tutto bene grazie,pero lo
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",pero lo
A che ora arriva il pullman,pero lo
Dovrebbe arrivare tra qualche minuto,pero lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,un lo
Va bene grazie lo stesso,pero lo
Prego,pero lo
Perfetto vorrei comprarne due.,pero e lo
Certo ecco a lei vuole un sacchetto,pero lo
Si grazie e arrivederci,tu e lo
Le auguro una buona giornata,pero lo
Buongiorno io sono Mario,pero lo
Buonasera io sono Mario,pero lo
Piacere Luigi come stai,tu e lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,pero lo
