Truth,Decoded
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,tu lo
Prego,tutto lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,un lo so
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu a lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo ora costa e lo
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pertopo e so certo
Va bene grazie lo stesso,tu a lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo lo minuto
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,pero lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo lo
Piacere Luigi come stai,certo e lo lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo e lo tutto
