Truth,Decoded
Quanto costa il biglietto,un bar
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io io
Va bene grazie lo stesso,un io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,euro sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa un io
E in offerta costa dieci euro,a e io io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io costa io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora certo
Certo ecco a lei vuole un sacchetto,a e a io
Si grazie e arrivederci,certo e costa un io
Le auguro una buona giornata,e io costa e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e e costa io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,certo e costa un io
