Truth,Decoded
Salve quanto costa quell articolo,due e lo
E in offerta costa dieci euro,un lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",certo lo e lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tra lo
Quanto costa il biglietto,due lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Va bene grazie lo stesso,due lo
Prego,tu lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,certo lo e lo
Si grazie e arrivederci,due lo
Le auguro una buona giornata,certo lo e lo
Buongiorno io sono Mario,certo lo e lo
Buonasera io sono Mario,due lo
Piacere Luigi come stai,un lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,pero lo lo
E in offerta costa dieci euro,due lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,due lo
"Certo volentieri, io lo prendero macchiato",certo lo lo
A che ora arriva il pullman,tra lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,due e lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Va bene grazie lo stesso,due lo
Prego,tu e lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,certo lo lo
