Truth,Decoded
Quanto costa il biglietto,due io
Purtroppo non lo so pero potresti chiedere all autista,due lo
Va bene grazie lo stesso,due io
Prego,due io
Perfetto vorrei comprarne due.,due io
Certo ecco a lei vuole un sacchetto,due io
Si grazie e arrivederci,tu e io
Le auguro una buona giornata,due io
Buongiorno io sono Mario,due io
Buonasera io sono Mario,due io
Piacere Luigi come stai,due io
Tutto bene tu,tu e io
Salve quanto costa quell articolo,due io
E in offerta costa dieci euro,due io
Tutto bene grazie,due io
Prendiamo un caffe al bar,due io
"Certo volentieri, io lo prendero macchiato",due io
A che ora arriva il pullman,due io
Dovrebbe arrivare tra qualche minuto,due io
Quanto costa il biglietto,due io
Purtroppo non lo so pero potresti chiedere all autista,un lo
Va bene grazie lo stesso,un lo
Prego,due io
Perfetto vorrei comprarne due.,euro e io
Certo ecco a lei vuole un sacchetto,due io
Si grazie e arrivederci,due io
Le auguro una buona giornata,due io
Buongiorno io sono Mario,tu e io
Buonasera io sono Mario,un lo
Piacere Luigi come stai,due io
Tutto bene tu,tu e io
Salve quanto costa quell articolo,euro lo
