Truth,Decoded
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e so e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,e e lo lo
Certo ecco a lei vuole un sacchetto,a a lo lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,a a lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,a e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo e so certo
Va bene grazie lo stesso,a a lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo costa e lo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,bene e lo tutto
Le auguro una buona giornata,certo lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo e lo
Piacere Luigi come stai,certo lo lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa e lo
