Truth,Decoded
Si grazie e arrivederci,bene a a tutto
Le auguro una buona giornata,a lo lo bnmo
Buongiorno io sono Mario,tu e lo bene
Buonasera io sono Mario,tu e a lo nmao
Piacere Luigi come stai,tu un a lo lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,e e io lo
E in offerta costa dieci euro,e e io a lo
Tutto bene grazie,tu bene
Prendiamo un caffe al bar,tu a bene
"Certo volentieri, io lo prendero macchiato",e e a a euro
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,a un a lo bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e io
Va bene grazie lo stesso,a a lo bene
Prego,tutto
Perfetto vorrei comprarne due.,a e lo lo io
Certo ecco a lei vuole un sacchetto,e e a lo ueiuto
Si grazie e arrivederci,lo a bene
Le auguro una buona giornata,tu bene
Buongiorno io sono Mario,tu lo bene
Buonasera io sono Mario,va e a lo sono
Piacere Luigi come stai,tu e lo lo un lo
Tutto bene tu,tutto
Salve quanto costa quell articolo,lo lo sono
E in offerta costa dieci euro,tu un a lo sono
Tutto bene grazie,tutto bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo si lo lo
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,un a bene
