Truth,Decoded
Quanto costa il biglietto,due lo
Purtroppo non lo so pero potresti chiedere all autista,due lo
Va bene grazie lo stesso,due lo
Prego,due lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,due lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,due lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,due lo
E in offerta costa dieci euro,due lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",euro lo
A che ora arriva il pullman,due lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,due lo
Va bene grazie lo stesso,due lo
Prego,due lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,due lo
Si grazie e arrivederci,euro lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,due lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro lo
Tutto bene tu,due lo
Salve quanto costa quell articolo,due lo
