Truth,Decoded
Quanto costa il biglietto,tu e io
Purtroppo non lo so pero potresti chiedere all autista,pero ora io e io
Va bene grazie lo stesso,tu bene
Prego,tu bene
Perfetto vorrei comprarne due.,euro io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,e e io lo
Le auguro una buona giornata,io io una
Buongiorno io sono Mario,tu bene
Buonasera io sono Mario,pero sono
Piacere Luigi come stai,tutto io sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,e io costa e io
E in offerta costa dieci euro,lo e io lo
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",certo io lo costa un io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,pero bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo lo io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,e lo a e io
Certo ecco a lei vuole un sacchetto,a e io io
Si grazie e arrivederci,e e lei costa e io
Le auguro una buona giornata,e e io costa e io
Buongiorno io sono Mario,un io lo
Buonasera io sono Mario,e e e costa e lo
Piacere Luigi come stai,e e lo costa e lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo e costa certo
