Truth,Decoded
Quanto costa il biglietto,e e a lo bnemato
Purtroppo non lo so pero potresti chiedere all autista,certo ora sono io io
Va bene grazie lo stesso,tu a a bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero e io lo
Certo ecco a lei vuole un sacchetto,e e a lo
Si grazie e arrivederci,e e ora lo
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io sono
Buonasera io sono Mario,una io
Piacere Luigi come stai,sono io sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,e ora costa e io
E in offerta costa dieci euro,lo a io certo
Tutto bene grazie,un io io
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",certo lei costa e io
A che ora arriva il pullman,a io lo
Dovrebbe arrivare tra qualche minuto,una bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo lo io io
Va bene grazie lo stesso,tu a io sono
Prego,tutto
Perfetto vorrei comprarne due.,e ora io e io
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,e lei costa due io
Le auguro una buona giornata,e lo io due io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e lo lo e io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io costa e certo
