Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora lo bene lo
Va bene grazie lo stesso,tu a bene
Prego,un bene
Perfetto vorrei comprarne due.,pero lo lo
Certo ecco a lei vuole un sacchetto,tu e a lo lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,una lo
Piacere Luigi come stai,un lo sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,certo lo costa un lo
E in offerta costa dieci euro,tu un a lo lo
Tutto bene grazie,pero lo pero
Prendiamo un caffe al bar,lo bene
"Certo volentieri, io lo prendero macchiato",certo lo costa un lo
A che ora arriva il pullman,un a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo bene lo
Va bene grazie lo stesso,tu un a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo a un lo
Certo ecco a lei vuole un sacchetto,a a lo lo
Si grazie e arrivederci,bene lei costa un lo
Le auguro una buona giornata,bene lo lo un io
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e a un lo
Piacere Luigi come stai,e e io costa un lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo lo e costa certo
