Truth,Decoded
Salve quanto costa quell articolo,pero ora io io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,pero a io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo io costa bene lo
A che ora arriva il pullman,tu e io io
Dovrebbe arrivare tra qualche minuto,tu e io io
Quanto costa il biglietto,pero io
Purtroppo non lo so pero potresti chiedere all autista,certo io costa bene lo
Va bene grazie lo stesso,due io io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,pero ora io e io
Si grazie e arrivederci,e e a io lo
Le auguro una buona giornata,certo ora io bene io
Buongiorno io sono Mario,pero e so lo
Buonasera io sono Mario,pero a io lo
Piacere Luigi come stai,tu io
Tutto bene tu,un io
Salve quanto costa quell articolo,pero io io io
E in offerta costa dieci euro,pero e io io
Tutto bene grazie,a a io
Prendiamo un caffe al bar,pero e io lo
"Certo volentieri, io lo prendero macchiato",pero ora io certo
A che ora arriva il pullman,tu a io
Dovrebbe arrivare tra qualche minuto,tu io
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e lo
Va bene grazie lo stesso,tu a io
Prego,tu io
Perfetto vorrei comprarne due.,due io io
Certo ecco a lei vuole un sacchetto,pero ora io e io
