Truth,Decoded
Si grazie e arrivederci,euro lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,euro lo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",euro lo
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,euro lo
Va bene grazie lo stesso,euro lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,euro lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro lo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",euro lo
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo
