Truth,Decoded
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Va bene grazie lo stesso,e lo
Prego,pero lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,e lo
Si grazie e arrivederci,pero lo
Le auguro una buona giornata,e lo
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,e lo
Piacere Luigi come stai,pero lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,e lo
E in offerta costa dieci euro,e lo
Tutto bene grazie,e lo
Prendiamo un caffe al bar,e lo
"Certo volentieri, io lo prendero macchiato",e lo
A che ora arriva il pullman,e lo
Dovrebbe arrivare tra qualche minuto,e lo
Quanto costa il biglietto,e lo
Purtroppo non lo so pero potresti chiedere all autista,e lo
Va bene grazie lo stesso,e lo
Prego,e lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,e lo
Si grazie e arrivederci,e lo
Le auguro una buona giornata,e lo
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,e lo
Piacere Luigi come stai,e lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,pero lo
