Truth,Decoded
Salve quanto costa quell articolo,due e io
E in offerta costa dieci euro,due lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,due lo
"Certo volentieri, io lo prendero macchiato",due e io
A che ora arriva il pullman,un lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,due lo
Purtroppo non lo so pero potresti chiedere all autista,euro e io
Va bene grazie lo stesso,due lo
Prego,due lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,due e io
Si grazie e arrivederci,un e io
Le auguro una buona giornata,euro e io
Buongiorno io sono Mario,euro e io
Buonasera io sono Mario,due lo
Piacere Luigi come stai,due lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro e io
E in offerta costa dieci euro,due lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,due lo
"Certo volentieri, io lo prendero macchiato",due e io
A che ora arriva il pullman,una lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,due lo
Purtroppo non lo so pero potresti chiedere all autista,euro e io
Va bene grazie lo stesso,due lo
Prego,due io
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,due e io
