Truth,Decoded
Salve quanto costa quell articolo,pero e lo
E in offerta costa dieci euro,due lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,due lo
"Certo volentieri, io lo prendero macchiato",pero e lo
A che ora arriva il pullman,due lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,due lo
Purtroppo non lo so pero potresti chiedere all autista,pero e lo
Va bene grazie lo stesso,due lo
Prego,due lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,pero e lo
Si grazie e arrivederci,due e lo
Le auguro una buona giornata,pero e lo
Buongiorno io sono Mario,pero e lo
Buonasera io sono Mario,due lo
Piacere Luigi come stai,due lo
Tutto bene tu,due lo
Salve quanto costa quell articolo,pero e lo
E in offerta costa dieci euro,due lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,pero e lo
"Certo volentieri, io lo prendero macchiato",pero lo
A che ora arriva il pullman,un lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Va bene grazie lo stesso,due lo
Prego,due lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,pero e lo
