Truth,Decoded
Quanto costa il biglietto,a io
Purtroppo non lo so pero potresti chiedere all autista,pero ora so certo
Va bene grazie lo stesso,un bene
Prego,io lo
Perfetto vorrei comprarne due.,tu e lo
Certo ecco a lei vuole un sacchetto,a a io lo
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,tu io lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora costa e io
E in offerta costa dieci euro,a a io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo e costa e io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,a lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e lo
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io rneto
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,bene e e e lo
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero io io e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa e lo
