Truth,Decoded
Quanto costa il biglietto,io bene io
Purtroppo non lo so pero potresti chiedere all autista,certo ora io bene io
Va bene grazie lo stesso,tu io bene
Prego,tu bene
Perfetto vorrei comprarne due.,euro io sono
Certo ecco a lei vuole un sacchetto,tu e a io sono
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,una io lo
Piacere Luigi come stai,io io sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo io costa e io
E in offerta costa dieci euro,a e lo certo
Tutto bene grazie,un io lo
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",e io costa due io
A che ora arriva il pullman,a io pero
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo io lo io e io
Va bene grazie lo stesso,tu lo io so
Prego,tutto
Perfetto vorrei comprarne due.,certo io io in io
Certo ecco a lei vuole un sacchetto,tu io io
Si grazie e arrivederci,e e costa e io
Le auguro una buona giornata,e lo io e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e io lo io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io lo costa e io
