Truth,Decoded
Quanto costa il biglietto,tu a un io
Purtroppo non lo so pero potresti chiedere all autista,certo io so io io
Va bene grazie lo stesso,un a bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero lo io io
Certo ecco a lei vuole un sacchetto,tu e a lo
Si grazie e arrivederci,e e mario lo
Le auguro una buona giornata,una io sono
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,una sono
Piacere Luigi come stai,sono io sono
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e io costa e io
E in offerta costa dieci euro,tu a io io so
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",e io costa due io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,una io bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo ora io e io
Va bene grazie lo stesso,tu lo io sono
Prego,tutto
Perfetto vorrei comprarne due.,certo lo io io io
Certo ecco a lei vuole un sacchetto,una lo bene
Si grazie e arrivederci,e e lo costa e io
Le auguro una buona giornata,e lo lo tutto
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e io costa io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e lo costa e certo
