Truth,Decoded
Quanto costa il biglietto,un io io
Purtroppo non lo so pero potresti chiedere all autista,pero e io pero
Va bene grazie lo stesso,io io
Prego,un io
Perfetto vorrei comprarne due.,pero io io
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,tu e a io
Le auguro una buona giornata,io io bar
Buongiorno io sono Mario,io io
Buonasera io sono Mario,un io io
Piacere Luigi come stai,una io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,tu un a io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io certo
Va bene grazie lo stesso,tu a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora tutto
Certo ecco a lei vuole un sacchetto,a e a io
Si grazie e arrivederci,bene e costa certo
Le auguro una buona giornata,e io costa io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e e costa io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo e costa certo
