Truth,Decoded
Salve quanto costa quell articolo,certo e costa certo
E in offerta costa dieci euro,e e a io so
Tutto bene grazie,bene e io
Prendiamo un caffe al bar,un io io
"Certo volentieri, io lo prendero macchiato",certo io io io bene io
A che ora arriva il pullman,a e a io io
Dovrebbe arrivare tra qualche minuto,tu e ora lo io
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io costa e atato
Va bene grazie lo stesso,e e a lo io
Prego,tutto io
Perfetto vorrei comprarne due.,a e a io
Certo ecco a lei vuole un sacchetto,bene a costa certo
Si grazie e arrivederci,e e e a io
Le auguro una buona giornata,pero e costa certo
Buongiorno io sono Mario,certo e costa certo
Buonasera io sono Mario,bene e io io
Piacere Luigi come stai,tu a lo io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora ora e io
E in offerta costa dieci euro,bene io io
Tutto bene grazie,tu e io
Prendiamo un caffe al bar,pero io io
"Certo volentieri, io lo prendero macchiato",pero e a io
A che ora arriva il pullman,tu a io io
Dovrebbe arrivare tra qualche minuto,tu io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io e io
Va bene grazie lo stesso,va e a sono
Prego,un io
Perfetto vorrei comprarne due.,pero io sono
Certo ecco a lei vuole un sacchetto,pero ora io certo
