Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero io io e lo
Va bene grazie lo stesso,tu lo
Prego,un io
Perfetto vorrei comprarne due.,un io lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,tu lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,tu lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero e io io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",pero io io e lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,a lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io lo
Va bene grazie lo stesso,tu io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,a e io certo
Le auguro una buona giornata,pero io e lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero io io e lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo e io lo
