Truth,Decoded
Quanto costa il biglietto,tu e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,tu lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,tu lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,tu lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,tu lo lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",pero lo e lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,euro lo lo
Le auguro una buona giornata,tu lo lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,pero lo e lo
Piacere Luigi come stai,pero lo e lo
Tutto bene tu,tu e lo
Salve quanto costa quell articolo,pero lo e lo
