Truth,Decoded
Quanto costa il biglietto,e e a lo e io
Purtroppo non lo so pero potresti chiedere all autista,certo io lo sono in io
Va bene grazie lo stesso,tu a a bene
Prego,tu bene
Perfetto vorrei comprarne due.,bene e lo
Certo ecco a lei vuole un sacchetto,e e a so
Si grazie e arrivederci,e e ora lo
Le auguro una buona giornata,tu a io sono
Buongiorno io sono Mario,tu e io sono
Buonasera io sono Mario,tu a sono
Piacere Luigi come stai,un a io sono
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e io costa due io
E in offerta costa dieci euro,a a a lo so
Tutto bene grazie,euro io bene
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",certo io costa due io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,una bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo lo e io
Va bene grazie lo stesso,tu a io so
Prego,tutto
Perfetto vorrei comprarne due.,certo ora ora io lo
Certo ecco a lei vuole un sacchetto,a a lo io
Si grazie e arrivederci,bene lei costa due io
Le auguro una buona giornata,e e io costa e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e costa io
Piacere Luigi come stai,e e io costa io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e lo costa certo
