Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un lo lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo lo
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo lo e lo
E in offerta costa dieci euro,tu e lo lo
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo lo e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,certo e lo e lo
Le auguro una buona giornata,pero lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e lo lo
Piacere Luigi come stai,pero lo lo lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,pero e costa tutto
