Truth,Decoded
Salve quanto costa quell articolo,tu io
E in offerta costa dieci euro,un io
Tutto bene grazie,un io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",un io
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,tu io
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,un io
Va bene grazie lo stesso,un io
Prego,un io
Perfetto vorrei comprarne due.,un io
Certo ecco a lei vuole un sacchetto,un io
Si grazie e arrivederci,tu io
Le auguro una buona giornata,un io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,un io
Piacere Luigi come stai,un io
Tutto bene tu,un io
Salve quanto costa quell articolo,un io
E in offerta costa dieci euro,un io
Tutto bene grazie,e io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",un io
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,un io
Quanto costa il biglietto,e io
Purtroppo non lo so pero potresti chiedere all autista,un io
Va bene grazie lo stesso,e io
Prego,e io
Perfetto vorrei comprarne due.,un io
Certo ecco a lei vuole un sacchetto,un io
