Truth,Decoded
Quanto costa il biglietto,e e lo certo
Purtroppo non lo so pero potresti chiedere all autista,certo e costa io io
Va bene grazie lo stesso,tu a lo
Prego,io lo
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,e e io lo
Si grazie e arrivederci,e e a io io
Le auguro una buona giornata,tu e io lo
Buongiorno io sono Mario,tu e io
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,tu a io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e io
E in offerta costa dieci euro,a a io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io lo costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo ora so certo
Va bene grazie lo stesso,a a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,e e e e certo
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e io io
Piacere Luigi come stai,certo e io e lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e lo
