Truth,Decoded
Salve quanto costa quell articolo,certo e lo e lo
E in offerta costa dieci euro,e e a lo lo
Tutto bene grazie,certo e lo
Prendiamo un caffe al bar,tu a bene
"Certo volentieri, io lo prendero macchiato",certo lo lo lo bene lo
A che ora arriva il pullman,a e a lo lo
Dovrebbe arrivare tra qualche minuto,e e tra lo lo
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo costa eder lo
Va bene grazie lo stesso,pero a lo lo
Prego,tutto lo
Perfetto vorrei comprarne due.,a e a lo
Certo ecco a lei vuole un sacchetto,bene e costa bene lo
Si grazie e arrivederci,e e e tutto
Le auguro una buona giornata,pero ora costa e lo
Buongiorno io sono Mario,pero ora so certo
Buonasera io sono Mario,bene e certo
Piacere Luigi come stai,tu a lo lo
Tutto bene tu,un lo
Salve quanto costa quell articolo,pero lo so certo
E in offerta costa dieci euro,bene io lo
Tutto bene grazie,a a lo
Prendiamo un caffe al bar,e e si lo
"Certo volentieri, io lo prendero macchiato",pero e lo lo
A che ora arriva il pullman,tu a bene
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,a e a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,pero a lo certo
