Truth,Decoded
Salve quanto costa quell articolo,certo io lo costa e certo
E in offerta costa dieci euro,e e a io so
Tutto bene grazie,bene e io io
Prendiamo un caffe al bar,un io e io
"Certo volentieri, io lo prendero macchiato",certo io a pero io chierl atato
A che ora arriva il pullman,a a io lo
Dovrebbe arrivare tra qualche minuto,e e mario lo io
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo io pero costa il atato
Va bene grazie lo stesso,bene si lo lo
Prego,tutto bene
Perfetto vorrei comprarne due.,a e a io lo
Certo ecco a lei vuole un sacchetto,bene e ora e io
Si grazie e arrivederci,e e e a lo
Le auguro una buona giornata,certo io e e io io
Buongiorno io sono Mario,certo si e e io
Buonasera io sono Mario,bene e io certo
Piacere Luigi come stai,tu e si lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora so io lo
E in offerta costa dieci euro,bene io io
Tutto bene grazie,a a io io
Prendiamo un caffe al bar,pero e io e io
"Certo volentieri, io lo prendero macchiato",bene a costa lo
A che ora arriva il pullman,tu a io bene
Dovrebbe arrivare tra qualche minuto,tu bene
Quanto costa il biglietto,bar io bene io
Purtroppo non lo so pero potresti chiedere all autista,certo io pero lo e io
Va bene grazie lo stesso,lo e a io so
Prego,tutto
Perfetto vorrei comprarne due.,tu euro io sono
Certo ecco a lei vuole un sacchetto,pero io si costa io io
