Truth,Decoded
Quanto costa il biglietto,a e a lo un io
Purtroppo non lo so pero potresti chiedere all autista,certo io lo e io io
Va bene grazie lo stesso,tu a a bene
Prego,tu bene
Perfetto vorrei comprarne due.,bene e io lo
Certo ecco a lei vuole un sacchetto,e e a lo
Si grazie e arrivederci,e e mario lo
Le auguro una buona giornata,tu a a io sono
Buongiorno io sono Mario,tu a io sono
Buonasera io sono Mario,tu a sono
Piacere Luigi come stai,tu a a io sono
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io costa e lo
E in offerta costa dieci euro,va a a lo so
Tutto bene grazie,sono io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io lo costa e io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,una bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo lo io minuto
Va bene grazie lo stesso,a a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo ora ora bene io
Certo ecco a lei vuole un sacchetto,a a a lo lo
Si grazie e arrivederci,bene ora costa e io
Le auguro una buona giornata,e e lo costa e io
Buongiorno io sono Mario,un io lo
Buonasera io sono Mario,e e e costa io
Piacere Luigi come stai,e e lo costa io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa certo
