Truth,Decoded
Quanto costa il biglietto,tu a lo
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io lo
Va bene grazie lo stesso,tu a bene
Prego,un lo
Perfetto vorrei comprarne due.,e e lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e a lo lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,un lo lo
Buonasera io sono Mario,ora lo sono
Piacere Luigi come stai,ora lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu e a lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,tu e a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo e e lo
Va bene grazie lo stesso,a a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,pero lo ora reneto
Certo ecco a lei vuole un sacchetto,a e a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,certo ora lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e lo e lo
Piacere Luigi come stai,e e lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e lo e lo
