Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io io
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,io io bene
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu io lo
Piacere Luigi come stai,io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io e lo
E in offerta costa dieci euro,un io lo
Tutto bene grazie,io io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",pero e so e lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,a lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io lo
Va bene grazie lo stesso,a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,a e io certo
Le auguro una buona giornata,pero io e lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,pero e io io
Piacere Luigi come stai,un io io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,cerore io e lo
