Truth,Decoded
Quanto costa il biglietto,tu a un lo
Purtroppo non lo so pero potresti chiedere all autista,certo ora lo in lo
Va bene grazie lo stesso,tu a lo bene
Prego,tu bene
Perfetto vorrei comprarne due.,tu e lo so
Certo ecco a lei vuole un sacchetto,tu e a lo
Si grazie e arrivederci,e e io lo so
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,lo lo sono
Buonasera io sono Mario,una sono
Piacere Luigi come stai,tu a lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo lo costa un lo
E in offerta costa dieci euro,va e a lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu lo bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo io io lo
Va bene grazie lo stesso,a a lo so
Prego,tutto
Perfetto vorrei comprarne due.,certo ora costa un lo
Certo ecco a lei vuole un sacchetto,a e a lo lo
Si grazie e arrivederci,bene e costa un lo
Le auguro una buona giornata,bene io costa un io
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e a tutto
Piacere Luigi come stai,e e si lo un lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo lo e costa un tutto
