Truth,Decoded
Salve quanto costa quell articolo,pero e lo lo
E in offerta costa dieci euro,due lo lo
Tutto bene grazie,due lo lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",certo e lo bene lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,due lo lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo so bene lo
Va bene grazie lo stesso,due lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,tu e lo
Certo ecco a lei vuole un sacchetto,pero e lo e lo
Si grazie e arrivederci,pero a lo lo
Le auguro una buona giornata,pero ora lo bene lo
Buongiorno io sono Mario,certo so lo
Buonasera io sono Mario,pero lo
Piacere Luigi come stai,tu lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,pero lo lo lo
E in offerta costa dieci euro,pero a lo lo
Tutto bene grazie,tu a lo
Prendiamo un caffe al bar,pero e lo lo
"Certo volentieri, io lo prendero macchiato",pero e lo lo
A che ora arriva il pullman,un lo
Dovrebbe arrivare tra qualche minuto,ora lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu a lo
Prego,tu lo
Perfetto vorrei comprarne due.,due lo lo
Certo ecco a lei vuole un sacchetto,pero ora lo lo
