Truth,Decoded
Quanto costa il biglietto,e a lo certo
Purtroppo non lo so pero potresti chiedere all autista,certo ora ora io lo
Va bene grazie lo stesso,tu a lo
Prego,tu lo
Perfetto vorrei comprarne due.,e e e lo lo
Certo ecco a lei vuole un sacchetto,e e a lo lo
Si grazie e arrivederci,pero tra lo lo
Le auguro una buona giornata,tu e lo so
Buongiorno io sono Mario,tu a lo lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,tu a lo sono
Tutto bene tu,lo lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu e a lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo e costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu e a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertnpo lo e lo e lo
Va bene grazie lo stesso,a a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo lo due lo
Certo ecco a lei vuole un sacchetto,a si lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,certo ora ora tutto
Buongiorno io sono Mario,ora lo
Buonasera io sono Mario,bene e lo tutto
Piacere Luigi come stai,certo e lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo lo e costa e lo
