Truth,Decoded
Quanto costa il biglietto,tu a bene
Purtroppo non lo so pero potresti chiedere all autista,certo io so e io
Va bene grazie lo stesso,tu a io io
Prego,un io
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,e e a io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,euro io sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa certo
E in offerta costa dieci euro,a e a io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,a e io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io come certo
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io costa minuto
Certo ecco a lei vuole un sacchetto,a e io io
Si grazie e arrivederci,certo io costa un io
Le auguro una buona giornata,e io costa e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e io io
Piacere Luigi come stai,e io costa io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,certo e costa certo
