Truth,Decoded
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,e e a io lo
Tutto bene grazie,pero e io lo
Prendiamo un caffe al bar,tu e io bene
"Certo volentieri, io lo prendero macchiato",pero io io e io
A che ora arriva il pullman,a a io lo
Dovrebbe arrivare tra qualche minuto,tu e a io io
Quanto costa il biglietto,pero io
Purtroppo non lo so pero potresti chiedere all autista,certo io costa bene io
Va bene grazie lo stesso,pero a io lo
Prego,io lo
Perfetto vorrei comprarne due.,a e io lo
Certo ecco a lei vuole un sacchetto,certo a costa bene lo
Si grazie e arrivederci,e e a io certo
Le auguro una buona giornata,pero e costa bene lo
Buongiorno io sono Mario,certo so e lo
Buonasera io sono Mario,pero a io certo
Piacere Luigi come stai,tu e lo
Tutto bene tu,un io
Salve quanto costa quell articolo,pero io io io
E in offerta costa dieci euro,pero a io
Tutto bene grazie,a e lo
Prendiamo un caffe al bar,pero e io io
"Certo volentieri, io lo prendero macchiato",pero e io certo
A che ora arriva il pullman,tu a io lo
Dovrebbe arrivare tra qualche minuto,tra lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,a a lo
Prego,tu io
Perfetto vorrei comprarne due.,due io lo
Certo ecco a lei vuole un sacchetto,pero ora costa e io
