Truth,Decoded
Quanto costa il biglietto,tu a bene io
Purtroppo non lo so pero potresti chiedere all autista,certo ora io in io
Va bene grazie lo stesso,tu a io bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero si io lo
Certo ecco a lei vuole un sacchetto,tu e a lo
Si grazie e arrivederci,bene mario lo
Le auguro una buona giornata,io io bene
Buongiorno io sono Mario,io bene
Buonasera io sono Mario,una sono
Piacere Luigi come stai,un a io sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,e io costa due lo
E in offerta costa dieci euro,a e a io so
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,tu io bene
"Certo volentieri, io lo prendero macchiato",certo io lo costa e io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo lo e io
Va bene grazie lo stesso,a e io lo
Prego,un lo
Perfetto vorrei comprarne due.,certo lo io e io
Certo ecco a lei vuole un sacchetto,a e a lo so
Si grazie e arrivederci,e lei costa e io
Le auguro una buona giornata,e io costa e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,e e e costa io
Piacere Luigi come stai,e lo costa e lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo io costa certo
