Truth,Decoded
Quanto costa il biglietto,pero a lo nemato
Purtroppo non lo so pero potresti chiedere all autista,certo ora ora io io
Va bene grazie lo stesso,tu un a io
Prego,un io
Perfetto vorrei comprarne due.,e e e io io
Certo ecco a lei vuole un sacchetto,e e a io
Si grazie e arrivederci,e e e io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,tu a io sono
Buonasera io sono Mario,tu a sono
Piacere Luigi come stai,tu a io so
Tutto bene tu,tutto io
Salve quanto costa quell articolo,e ora costa un io
E in offerta costa dieci euro,va e a io
Tutto bene grazie,un io certo
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo e costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io io io
Va bene grazie lo stesso,a e a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io a un io
Certo ecco a lei vuole un sacchetto,a e a lo io
Si grazie e arrivederci,bene e costa un io
Le auguro una buona giornata,e e io io e io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e io e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io e costa un tutto
