Truth,Decoded
Si grazie e arrivederci,un io
Le auguro una buona giornata,un io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,un io
Piacere Luigi come stai,un io
Tutto bene tu,tu io
Salve quanto costa quell articolo,un io
E in offerta costa dieci euro,un io
Tutto bene grazie,un io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",tu io
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,un io
Va bene grazie lo stesso,tu io
Prego,tu io
Perfetto vorrei comprarne due.,tu io
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,e io
Le auguro una buona giornata,un io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,un io
Piacere Luigi come stai,un io
Tutto bene tu,un io
Salve quanto costa quell articolo,tu io
E in offerta costa dieci euro,tu io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",un io
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,tu io
