Truth,Decoded
Quanto costa il biglietto,tu a lo lo
Purtroppo non lo so pero potresti chiedere all autista,certo ora so e lo
Va bene grazie lo stesso,tu a lo bene
Prego,un lo
Perfetto vorrei comprarne due.,e e lo lo
Certo ecco a lei vuole un sacchetto,a a lo lo
Si grazie e arrivederci,e e a lo lo
Le auguro una buona giornata,lo lo so
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,ora lo sono
Piacere Luigi come stai,tu a lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu e a lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,e a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo costa e lo
Va bene grazie lo stesso,a a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,certo lo lo minuto
Certo ecco a lei vuole un sacchetto,a e a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,certo lo costa lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo e lo
Piacere Luigi come stai,certo e lo tutto
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa e lo
