Truth,Decoded
Salve quanto costa quell articolo,certo e costa un io
E in offerta costa dieci euro,e e a certo
Tutto bene grazie,bene e io
Prendiamo un caffe al bar,tu e io
"Certo volentieri, io lo prendero macchiato",certo io pero io bene io
A che ora arriva il pullman,a a io io
Dovrebbe arrivare tra qualche minuto,a e ora io
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io costa eder atato
Va bene grazie lo stesso,e e si lo io
Prego,un io
Perfetto vorrei comprarne due.,a e a io
Certo ecco a lei vuole un sacchetto,bene e costa bene io
Si grazie e arrivederci,e e e io
Le auguro una buona giornata,certo e costa e io
Buongiorno io sono Mario,pero e so certo
Buonasera io sono Mario,bene e io io
Piacere Luigi come stai,tu e lo io
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora ora rieto
E in offerta costa dieci euro,e e io io
Tutto bene grazie,tu e io
Prendiamo un caffe al bar,pero e io io
"Certo volentieri, io lo prendero macchiato",certo e io io
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,un io
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,a e io io
Prego,un io
Perfetto vorrei comprarne due.,pero io io
Certo ecco a lei vuole un sacchetto,pero ora costa certo
