Truth,Decoded
Quanto costa il biglietto,un pero
Purtroppo non lo so pero potresti chiedere all autista,certo ora io io io
Va bene grazie lo stesso,un io
Prego,un io
Perfetto vorrei comprarne due.,e e e io io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,euro io
Piacere Luigi come stai,un io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa io io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,a a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io e io e io
Va bene grazie lo stesso,tu a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io io io io
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,bene ora costa certo
Le auguro una buona giornata,certo io io e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,certo ora costa io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa certo
