Truth,Decoded
Quanto costa il biglietto,tu a lo lo
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,tu a lo bene
Prego,tutto lo
Perfetto vorrei comprarne due.,e e lo lo
Certo ecco a lei vuole un sacchetto,e e a lo lo
Si grazie e arrivederci,e e a lo lo
Le auguro una buona giornata,tu e lo lo
Buongiorno io sono Mario,tu e lo lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,un lo so
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,a a lo lo
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,a e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo so e lo
Va bene grazie lo stesso,a a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,pero lo lo e lo
Certo ecco a lei vuole un sacchetto,e a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,e lo so e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e lo e lo
Piacere Luigi come stai,e e e lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo lo e costa e lo
