Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero e io e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,io io bene
Buongiorno io sono Mario,un bene
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io costa e io
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo e io e lo
Va bene grazie lo stesso,tu a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,certo e costa e lo
Le auguro una buona giornata,e lo io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero io io e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,pero ora io e lo
