Truth,Decoded
Salve quanto costa quell articolo,certo ora costa un tutto
E in offerta costa dieci euro,e e a lo tutto
Tutto bene grazie,bene a lo euro
Prendiamo un caffe al bar,tu a lo bene
"Certo volentieri, io lo prendero macchiato",certo lo pero lo hierl atato
A che ora arriva il pullman,a e si lo lo
Dovrebbe arrivare tra qualche minuto,e e ora lo io
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero costa rederl atato
Va bene grazie lo stesso,bene a lo certo
Prego,tutto lo
Perfetto vorrei comprarne due.,a e a io lo
Certo ecco a lei vuole un sacchetto,bene a costa un lo
Si grazie e arrivederci,e e ora lo
Le auguro una buona giornata,bene ora e io lo
Buongiorno io sono Mario,certo ora lo io lo
Buonasera io sono Mario,bene a uneto
Piacere Luigi come stai,tu e a lo lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo ora e io lo
E in offerta costa dieci euro,bene mario euro
Tutto bene grazie,a a lo
Prendiamo un caffe al bar,bene io certo
"Certo volentieri, io lo prendero macchiato",bene a a lo
A che ora arriva il pullman,tu a lo bene
Dovrebbe arrivare tra qualche minuto,tu bene
Quanto costa il biglietto,un lo bene lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo lo lo e lo
Va bene grazie lo stesso,lo e a lo so
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo sono
Certo ecco a lei vuole un sacchetto,pero ora lo e lo
