Truth,Decoded
Salve quanto costa quell articolo,certo ora io certo
E in offerta costa dieci euro,e e a io lo
Tutto bene grazie,pero a io lo
Prendiamo un caffe al bar,un io lo
"Certo volentieri, io lo prendero macchiato",certo io e costa bene io
A che ora arriva il pullman,a a io lo
Dovrebbe arrivare tra qualche minuto,e e a io lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,certo ora costa bene io
Va bene grazie lo stesso,pero a io io
Prego,io lo
Perfetto vorrei comprarne due.,e a io lo
Certo ecco a lei vuole un sacchetto,pero a costa edeato
Si grazie e arrivederci,e e ora io io
Le auguro una buona giornata,pero ora so bene io
Buongiorno io sono Mario,pero e so e lo
Buonasera io sono Mario,pero a io io
Piacere Luigi come stai,tu e lo lo
Tutto bene tu,pero io
Salve quanto costa quell articolo,pero io so certo
E in offerta costa dieci euro,pero a certo
Tutto bene grazie,a e lo
Prendiamo un caffe al bar,pero e io io
"Certo volentieri, io lo prendero macchiato",pero e io certo
A che ora arriva il pullman,a lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io so e io
Va bene grazie lo stesso,tu e a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io lo
Certo ecco a lei vuole un sacchetto,pero ora io e io
