Truth,Decoded
Si grazie e arrivederci,bene e io certo
Le auguro una buona giornata,tu pero io io
Buongiorno io sono Mario,tu e io io
Buonasera io sono Mario,tu e a io io
Piacere Luigi come stai,a e a io
Tutto bene tu,tu io
Salve quanto costa quell articolo,le e si a io
E in offerta costa dieci euro,le e io a io
Tutto bene grazie,un io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",e e e costa un io
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,a a lo io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero io costa due io
Va bene grazie lo stesso,tu a lo io
Prego,tutto
Perfetto vorrei comprarne due.,a e io io io
Certo ecco a lei vuole un sacchetto,e e e costa e io
Si grazie e arrivederci,a a io
Le auguro una buona giornata,tu io
Buongiorno io sono Mario,tu a io bene
Buonasera io sono Mario,a e a io un io
Piacere Luigi come stai,tu e io io sono
Tutto bene tu,tu io
Salve quanto costa quell articolo,io io io
E in offerta costa dieci euro,tu a io bar
Tutto bene grazie,un io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",pero io costa certo
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,tu a io
