Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,pero e lo rneao
Va bene grazie lo stesso,un lo bene
Prego,tu bene
Perfetto vorrei comprarne due.,un lo sono
Certo ecco a lei vuole un sacchetto,tu a lo so
Si grazie e arrivederci,tu a sono
Le auguro una buona giornata,lo lo snmao
Buongiorno io sono Mario,un lo una
Buonasera io sono Mario,una sono
Piacere Luigi come stai,un lo sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,bene ora costa un lo
E in offerta costa dieci euro,a un a lo certo
Tutto bene grazie,un lo bene
Prendiamo un caffe al bar,lo bene
"Certo volentieri, io lo prendero macchiato",e e lo costa due minuto
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,una lo bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu a lo sono
Prego,tutto
Perfetto vorrei comprarne due.,certo lo lo io lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e e costa un lo
Le auguro una buona giornata,e e lo lo un io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,le e e costa lo
Piacere Luigi come stai,a e si lo io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa un tutto
