Truth,Decoded
Quanto costa il biglietto,tu e a lo certo
Purtroppo non lo so pero potresti chiedere all autista,certo io io so io io
Va bene grazie lo stesso,tu a io io
Prego,un io
Perfetto vorrei comprarne due.,e e e io io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,e e mario io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,una sono
Piacere Luigi come stai,tu a io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io e costa certo
E in offerta costa dieci euro,va e a a certo
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu e a io io
Dovrebbe arrivare tra qualche minuto,a e a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io costa io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,e e si lo io
Si grazie e arrivederci,certo e costa certo
Le auguro una buona giornata,certo si costa certo
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,e e e io certo
Piacere Luigi come stai,e io costa certo
Tutto bene tu,io io
Salve quanto costa quell articolo,certo io e costa un io
