Truth,Decoded
Salve quanto costa quell articolo,e
E in offerta costa dieci euro,e
Tutto bene grazie,e e e e
Prendiamo un caffe al bar,a a e
"Certo volentieri, io lo prendero macchiato",a e e e
A che ora arriva il pullman,a a a e
Dovrebbe arrivare tra qualche minuto,e a e e
Quanto costa il biglietto,a e e e
Purtroppo non lo so pero potresti chiedere all autista,a a e
Va bene grazie lo stesso,a a a e
Prego,a e e e
Perfetto vorrei comprarne due.,e
Certo ecco a lei vuole un sacchetto,e
Si grazie e arrivederci,e
Le auguro una buona giornata,
Buongiorno io sono Mario,e
Buonasera io sono Mario,e
Piacere Luigi come stai,a e e e
Tutto bene tu,a e e
Salve quanto costa quell articolo,io
E in offerta costa dieci euro,io io
Tutto bene grazie,io
Prendiamo un caffe al bar,io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,io
Purtroppo non lo so pero potresti chiedere all autista,io io io
Va bene grazie lo stesso,io
Prego,io
Perfetto vorrei comprarne due.,io
Certo ecco a lei vuole un sacchetto,io
