Truth,Decoded
Si grazie e arrivederci,pero e io e lo
Le auguro una buona giornata,due io lo
Buongiorno io sono Mario,tu e lo
Buonasera io sono Mario,tu e io
Piacere Luigi come stai,tu a lo
Tutto bene tu,un io
Salve quanto costa quell articolo,a e a io
E in offerta costa dieci euro,a a lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",e e io io
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io io
Va bene grazie lo stesso,un lo
Prego,tu io
Perfetto vorrei comprarne due.,tu e lo
Certo ecco a lei vuole un sacchetto,e e a io certo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu bene
Buonasera io sono Mario,tu e lo
Piacere Luigi come stai,tu e io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,tu lo
E in offerta costa dieci euro,tu bene
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",tu e io lo
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu lo
