Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora lo in lo
Va bene grazie lo stesso,un a lo bene
Prego,un bene
Perfetto vorrei comprarne due.,pero lo sono
Certo ecco a lei vuole un sacchetto,tu un a lo lo
Si grazie e arrivederci,tu un ora lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,una lo sono
Piacere Luigi come stai,un lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo costa un io
E in offerta costa dieci euro,tu a lo tutto
Tutto bene grazie,pero lo lo
Prendiamo un caffe al bar,lo bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa bene io
A che ora arriva il pullman,un a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo bene lo
Va bene grazie lo stesso,tu a lo so
Prego,tutto
Perfetto vorrei comprarne due.,certo lo costa un lo
Certo ecco a lei vuole un sacchetto,un a lo lo
Si grazie e arrivederci,bene lei costa un lo
Le auguro una buona giornata,e e io lo un lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e costa un lo
Piacere Luigi come stai,e e lo costa un lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa certo
