Truth,Decoded
Quanto costa il biglietto,un bene io
Purtroppo non lo so pero potresti chiedere all autista,pero ora io e io
Va bene grazie lo stesso,un bene
Prego,tu bene
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e a lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,io io bnmao
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,una io lo
Piacere Luigi come stai,io io sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,e io costa e io
E in offerta costa dieci euro,lo e a lo certo
Tutto bene grazie,io io lo
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",certo lei costa e io
A che ora arriva il pullman,a io lo
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo come in io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,e ora io e lo
Certo ecco a lei vuole un sacchetto,a e a lo lo
Si grazie e arrivederci,bene e costa certo
Le auguro una buona giornata,e e lo costa due io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e io costa io
Piacere Luigi come stai,e e io costa io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa e certo
