Truth,Decoded
Quanto costa il biglietto,tu a bar
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io io
Va bene grazie lo stesso,tu a io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,tu a io sono
Piacere Luigi come stai,tu a io sono
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,lo e a lo so
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io costa un io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,a a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io so io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io a io io
Certo ecco a lei vuole un sacchetto,lo e a lo io
Si grazie e arrivederci,e e e costa certo
Le auguro una buona giornata,e e io io e io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,e e e costa io
Piacere Luigi come stai,e e si io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io costa un tutto
