Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero io io e lo
Va bene grazie lo stesso,tu lo
Prego,tu io
Perfetto vorrei comprarne due.,tu lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,tu lo
Le auguro una buona giornata,tu bene
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,e e io certo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",pero io io e lo
A che ora arriva il pullman,io lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo lo
Va bene grazie lo stesso,tu io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,a e io e lo
Le auguro una buona giornata,tu io io e lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,pero io io
Piacere Luigi come stai,pero io e lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero io io
