Truth,Decoded
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,tu e io lo
Si grazie e arrivederci,e e a io io
Le auguro una buona giornata,tu e io lo
Buongiorno io sono Mario,tu e io io
Buonasera io sono Mario,tu a io lo
Piacere Luigi come stai,tu e io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,pero e costa e lo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",pero e costa e lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo io io e lo
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,pero e io e lo
Le auguro una buona giornata,pero io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero io io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,pero ora io e lo
