Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e so io lo
Va bene grazie lo stesso,tu a lo bene
Prego,un lo
Perfetto vorrei comprarne due.,e e lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e a lo lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,un lo lo
Buonasera io sono Mario,un sono
Piacere Luigi come stai,un lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu e a lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo lo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu e a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo ora certo
Va bene grazie lo stesso,a a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,certo lo ora io lo
Certo ecco a lei vuole un sacchetto,a e a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,certo ora so tutto
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e lo tutto
Piacere Luigi come stai,certo ora lo tutto
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa e lo
