Truth,Decoded
Salve quanto costa quell articolo,pero e io io
E in offerta costa dieci euro,tu e a io lo
Tutto bene grazie,e e a io lo
Prendiamo un caffe al bar,tu e io bene
"Certo volentieri, io lo prendero macchiato",certo io costa e io
A che ora arriva il pullman,tu a io lo
Dovrebbe arrivare tra qualche minuto,tu e a io lo
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo io costa bene io
Va bene grazie lo stesso,pero a io lo
Prego,io lo
Perfetto vorrei comprarne due.,a e lo
Certo ecco a lei vuole un sacchetto,pero e costa e lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,certo e costa e lo
Buongiorno io sono Mario,pero e so io
Buonasera io sono Mario,pero a io certo
Piacere Luigi come stai,tu lo
Tutto bene tu,un io
Salve quanto costa quell articolo,pero io so lo
E in offerta costa dieci euro,pero a io certo
Tutto bene grazie,a e lo
Prendiamo un caffe al bar,pero e io io
"Certo volentieri, io lo prendero macchiato",pero e io certo
A che ora arriva il pullman,a lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,tu a lo
Prego,tu io
Perfetto vorrei comprarne due.,due io lo
Certo ecco a lei vuole un sacchetto,pero ora io io
