Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io io
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu a io lo
Le auguro una buona giornata,un io lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu io lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io certo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo ora io e lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,a lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo io io e lo
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io io
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,pero e io certo
Le auguro una buona giornata,un io io io
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io io
Piacere Luigi come stai,pero io io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e lo
